brewery,beer_name,beer_style,availability,aby,master_style,abv
Coffee Brewery,Black Eye Cold Brew,Non-Alcoholic (Beer) Malt Beverages,,,Other,
Coffee Brewery,Coffeed Blixen,Non-Alcoholic (Beer) Malt Beverages,,,Other,0.0
Coffee Brewery,Crimson Cup Coloa Nib Cold Brew,Non-Alcoholic (Beer) Malt Beverages,,,Other,
Coffee Brewery,Cuvee Nitro Black Coffee,Non-Alcoholic (Beer) Malt Beverages,,,Other,
Coffee Brewery,Larry's Cold Brew,Non-Alcoholic (Beer) Malt Beverages,,,Other,
Coffee Brewery,Nitro Cold Brew Coffee,Non-Alcoholic (Beer) Malt Beverages,,,Other,
Coffee Brewery,Pure Intentions Nitro Cold Brew Coffee,Non-Alcoholic (Beer) Malt Beverages,,,Other,
Coffee Brewery,Riptide Coffee Nitro,Non-Alcoholic (Beer) Malt Beverages,,,Other,
Coffee Brewery,Riptide Coffee Still,Non-Alcoholic (Beer) Malt Beverages,,,Other,
Lost Colony Brewery,Hatteras Red,Irish-Style Red Ale,,,Ale,4.9
Lost Colony Brewery,Kill Devil Hills Scotch Ale,Scotch Ale,,,Ale,11.0
Lost Colony Brewery,Kitty Hawk Blonde,Golden or Blonde Ale,Year Round,,Ale,4.2
Mad Co. Brew House,Western IPA,American-Style India Pale Ale,,,IPA,7.0
Lynwood Brewing Concern,Mosaic Pale Ale,American-Style Pale Ale,,,Pale Ale,5.25
Green Man Brewery,Forester,American-Style Stout,Seasonal,,Stout,6.0
Green Man Brewery,Green Man ESB,Extra Special Bitter,Year Round,,Other,5.5
Green Man Brewery,Green Man IPA,American-Style India Pale Ale,Year Round,,IPA,6.2
Green Man Brewery,Green Man Lager,American-Style Lager,Year Round,,Lager,4.5
Green Man Brewery,Green Man Porter,Robust Porter,Year Round,,Porter,6.0
Green Man Brewery,Harvester,German-Style Märzen,Seasonal,,Other,6.0
Green Man Brewery,Hazy Cosmic Jive,Juicy or Hazy India Pale Ale,,,IPA,7.0
Green Man Brewery,Holly King,Strong Ale,Limited,,Ale,10.1
Green Man Brewery,Leaf Blower,American-Style Amber/Red Ale,Limited,,Ale,6.2
Green Man Brewery,None More Black,American-Style Black Ale,,,Ale,8.2
Green Man Brewery,Rainmaker Double IPA,Imperial or Double India Pale Ale,Seasonal,,IPA,9.3
Green Man Brewery,Rambler,American-Style Pale Ale,Spring,,Pale Ale,6.0
Green Man Brewery,Tart Berry,Berliner-Style Weisse (Wheat),,,Other,4.2
Green Man Brewery,The Dweller,American-Style Imperial Stout,,,Stout,10.0
Green Man Brewery,The Weisser,Berliner-Style Weisse (Wheat),,,Other,0.0
Green Man Brewery,Thriller Saison,French & Belgian-Style Saison,,,Saison,
Green Man Brewery,Trickster IPA,American-Style India Pale Ale,Year Round,,IPA,7.0
Green Man Brewery,Vienna Lager,Vienna-Style Lager,,,Lager,
Green Man Brewery,Wayfarer,American-Style India Pale Ale,Year Round,,IPA,5.5
Green Man Brewery,Weizenbock,South German-Style Weizenbock / Weissbock,,,Other,
Bond Brothers Beer Company,Tempo,Session India Pale Ale,,,IPA,4.8
Hayesville Brewing Co,Baby Got Back,German-Style Doppelbock,Year Round,,Other,6.6
Hayesville Brewing Co,EZ-PZ Blonde,Belgian-Style Blonde Ale,Year Round,,Ale,5.2
Hayesville Brewing Co,Half Back Hop,English-Style India Pale Ale,Year Round,,IPA,5.4
Hayesville Brewing Co,Possum Drop Porter,Brown Porter,Year Round,,Porter,6.2
Hayesville Brewing Co,Uncle Fester,American-Style Märzen / Oktoberfest,Year Round,,Other,5.0
Hayesville Brewing Co,Wheat of the Day,American-Style Wheat Beer,Year Round,,Wheat Beer,4.0
The Dreamchaser's Brewery,Footbridge IPA,American-Style India Pale Ale,,,IPA,6.8
The Dreamchaser's Brewery,Yard Breather,American-Style India Pale Ale,,,IPA,7.1
The Dreamchaser's Brewery,Footbridge IPA,American-Style India Pale Ale,,,IPA,6.8
The Dreamchaser's Brewery,Yard Breather,American-Style India Pale Ale,,,IPA,7.1
The Dreamchaser's Brewery,Footbridge IPA,American-Style India Pale Ale,,,IPA,6.8
The Dreamchaser's Brewery,Yard Breather,American-Style India Pale Ale,,,IPA,7.1
Lower Left Brewing Co,Juicy McJuiceface,American-Style India Pale Ale,,,IPA,6.5
Red Oak Brewery,Battlefield Bock,Traditional German-Style Bock,Year Round,,Other,6.5
Red Oak Brewery,Big Oak,American-Style Lager,Spring,,Lager,7.0
Red Oak Brewery,Black Oak,German-Style Doppelbock,Winter,,Other,8.5
Red Oak Brewery,Hummin' Bird,German-Style Pilsener,Year Round,,Other,4.5
Red Oak Brewery,Red Oak Amber Lager,Vienna-Style Lager,Year Round,,Lager,5.0
Top of the Hill Restaurant and Brewery,Big Bertha Brown,American-Style Brown Ale,Year Round,,Ale,4.5
Top of the Hill Restaurant and Brewery,Bitter,Ordinary Bitter,,,Other,
Top of the Hill Restaurant and Brewery,Blackwood Mountain Stout,American-Style Stout,,,Stout,
Top of the Hill Restaurant and Brewery,Blue Ridge Blueberry Wheat,American-Style Wheat Beer,Summer,,Wheat Beer,4.6
Top of the Hill Restaurant and Brewery,Curve Inn Light,American-Style Light (Low Calorie) Lager,Year Round,,Lager,4.0
Top of the Hill Restaurant and Brewery,Davie Poplar IPA,American-Style India Pale Ale,,,IPA,
Top of the Hill Restaurant and Brewery,Ellie's Extra Special Bitter,Extra Special Bitter,,,Other,5.5
Top of the Hill Restaurant and Brewery,Frank Graham Porter,Robust Porter,,,Porter,4.2
Top of the Hill Restaurant and Brewery,Iron Mine Pale Ale,American-Style Pale Ale,,,Pale Ale,
Top of the Hill Restaurant and Brewery,Lewis Black Imperial Stout,American-Style Imperial Stout,,,Stout,7.8
Top of the Hill Restaurant and Brewery,Old Well White,Belgian-Style White (or Wit) / Belgian-Style Wheat,Year Round,,Other,5.5
Top of the Hill Restaurant and Brewery,Ram's Head IPA,American-Style India Pale Ale,,,IPA,6.1
Top of the Hill Restaurant and Brewery,Ramses Imperial ESB,Extra Special Bitter,,,Other,7.1
Top of the Hill Restaurant and Brewery,Singleton Ale,American-Style Strong Pale Ale,,,Pale Ale,9.2
Top of the Hill Restaurant and Brewery,Big Bertha Brown,American-Style Brown Ale,Year Round,,Ale,4.5
Top of the Hill Restaurant and Brewery,Bitter,Ordinary Bitter,,,Other,
Top of the Hill Restaurant and Brewery,Blackwood Mountain Stout,American-Style Stout,,,Stout,
Top of the Hill Restaurant and Brewery,Blue Ridge Blueberry Wheat,American-Style Wheat Beer,Summer,,Wheat Beer,4.6
Top of the Hill Restaurant and Brewery,Curve Inn Light,American-Style Light (Low Calorie) Lager,Year Round,,Lager,4.0
Top of the Hill Restaurant and Brewery,Davie Poplar IPA,American-Style India Pale Ale,,,IPA,
Top of the Hill Restaurant and Brewery,Ellie's Extra Special Bitter,Extra Special Bitter,,,Other,5.5
Top of the Hill Restaurant and Brewery,Frank Graham Porter,Robust Porter,,,Porter,4.2
Top of the Hill Restaurant and Brewery,Iron Mine Pale Ale,American-Style Pale Ale,,,Pale Ale,
Top of the Hill Restaurant and Brewery,Lewis Black Imperial Stout,American-Style Imperial Stout,,,Stout,7.8
Top of the Hill Restaurant and Brewery,Old Well White,Belgian-Style White (or Wit) / Belgian-Style Wheat,Year Round,,Other,5.5
Top of the Hill Restaurant and Brewery,Ram's Head IPA,American-Style India Pale Ale,,,IPA,6.1
Top of the Hill Restaurant and Brewery,Ramses Imperial ESB,Extra Special Bitter,,,Other,7.1
Top of the Hill Restaurant and Brewery,Singleton Ale,American-Style Strong Pale Ale,,,Pale Ale,9.2
Top of the Hill Restaurant and Brewery,Big Bertha Brown,American-Style Brown Ale,Year Round,,Ale,4.5
Top of the Hill Restaurant and Brewery,Bitter,Ordinary Bitter,,,Other,
Top of the Hill Restaurant and Brewery,Blackwood Mountain Stout,American-Style Stout,,,Stout,
Top of the Hill Restaurant and Brewery,Blue Ridge Blueberry Wheat,American-Style Wheat Beer,Summer,,Wheat Beer,4.6
Top of the Hill Restaurant and Brewery,Curve Inn Light,American-Style Light (Low Calorie) Lager,Year Round,,Lager,4.0
Top of the Hill Restaurant and Brewery,Davie Poplar IPA,American-Style India Pale Ale,,,IPA,
Top of the Hill Restaurant and Brewery,Ellie's Extra Special Bitter,Extra Special Bitter,,,Other,5.5
Top of the Hill Restaurant and Brewery,Frank Graham Porter,Robust Porter,,,Porter,4.2
Top of the Hill Restaurant and Brewery,Iron Mine Pale Ale,American-Style Pale Ale,,,Pale Ale,
Top of the Hill Restaurant and Brewery,Lewis Black Imperial Stout,American-Style Imperial Stout,,,Stout,7.8
Top of the Hill Restaurant and Brewery,Old Well White,Belgian-Style White (or Wit) / Belgian-Style Wheat,Year Round,,Other,5.5
Top of the Hill Restaurant and Brewery,Ram's Head IPA,American-Style India Pale Ale,,,IPA,6.1
Top of the Hill Restaurant and Brewery,Ramses Imperial ESB,Extra Special Bitter,,,Other,7.1
Top of the Hill Restaurant and Brewery,Singleton Ale,American-Style Strong Pale Ale,,,Pale Ale,9.2
Blue Blaze Brewing,Alpine Lente Meadow Maibock,Münchner (Munich)-Style Helles,Spring,,Other,6.4
Blue Blaze Brewing,Alpine Wiesen Oktoberfest Lager,American-Style Märzen / Oktoberfest,,,Other,5.6
Blue Blaze Brewing,Amber Blaze,American-Style Amber/Red Ale,Year Round,,Ale,5.6
Blue Blaze Brewing,B. McKaye's Hell Raisin' Scotch Ale,Scotch Ale,,,Ale,7.7
Blue Blaze Brewing,Black Blaze Milk Stout,Sweet or Cream Stout,,,Stout,5.0
Blue Blaze Brewing,Blue Blaze Altbier,German-Style Altbier,Year Round,,Other,5.0
Blue Blaze Brewing,Carolina Thread Trail,American-Style Pale Ale,,,Pale Ale,4.5
Blue Blaze Brewing,Double Blaze Black IPA,American-Style India Pale Ale,Year Round,,IPA,6.1
Blue Blaze Brewing,Muddy Waters American Brown Ale,American-Style Brown Ale,,,Ale,5.0
Blue Blaze Brewing,PCT American IPA,American-Style India Pale Ale,,,IPA,6.5
Blue Blaze Brewing,Pink Blazer Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,,,Hefeweizen,5.3
Blue Blaze Brewing,Popular Tent Pale Ale,American-Style Pale Ale,,,Pale Ale,5.6
Blue Blaze Brewing,S'mores Blonde,Golden or Blonde Ale,,,Ale,
Blue Blaze Brewing,Sherpa Winter Porter,Brown Porter,Seasonal,,Porter,4.5
Blue Blaze Brewing,Tropical Storm,American-Style India Pale Ale,,,IPA,6.4
Blue Blaze Brewing,Vanilla Porter,Brown Porter,,,Porter,
Blue Blaze Brewing,Yellow Blazer Kölsch,German-Style Kölsch / Köln-Style Kölsch,Year Round,,Other,5.0
Southern Strain Beer Company LLC,Cherry Lemon,American-Style Sour Ale,Year Round,,Ale,4.5
Southern Strain Beer Company LLC,Hop Helix,American-Style India Pale Ale,Year Round,,IPA,7.0
Southern Strain Beer Company LLC,Local Vein,American-Style Lager,Year Round,,Lager,5.7
Southern Strain Beer Company LLC,Macadocious,American-Style Stout,Year Round,,Stout,8.2
Southern Strain Beer Company LLC,Mello Mornin',Sweet or Cream Stout,Year Round,,Stout,7.5
Southern Strain Beer Company LLC,O.K. Lunch,American-Style Light (Low Calorie) Lager,Year Round,,Lager,4.2
Southern Strain Beer Company LLC,Return of the Townie,Ordinary Bitter,Year Round,,Other,3.5
Southern Strain Beer Company LLC,Spud,American-Style Pale Ale,Year Round,,Pale Ale,6.0
Southern Strain Beer Company LLC,The Ninth Watchman,American-Style Brown Ale,Year Round,,Ale,7.0
Southern Strain Beer Company LLC,The Secret Code,American-Style Brown Ale,Year Round,,Ale,7.0
Southern Strain Beer Company LLC,The VOSS,American-Style India Pale Ale,Year Round,,IPA,6.8
Southern Strain Beer Company LLC,Witbier,Belgian-Style White (or Wit) / Belgian-Style Wheat,Year Round,,Other,5.3
Percent Tap House,Citrus is the New Black,Session India Pale Ale,Year Round,,IPA,5.2
Percent Tap House,Coax & Botany,Belgian-Style White (or Wit) / Belgian-Style Wheat,Year Round,,Other,5.4
Percent Tap House,Coterie,German-Style Kölsch / Köln-Style Kölsch,Year Round,,Other,5.3
Percent Tap House,Every Brewery Needs a Ginger,Classic Irish-Style Dry Stout,Year Round,,Stout,4.4
Percent Tap House,Instant Crush DDH,American-Style India Pale Ale,Year Round,,IPA,7.0
Percent Tap House,Love is a Protective Poison,American-Style India Pale Ale,Year Round,,IPA,6.4
Percent Tap House,Man-O-Man!,Brown Porter,Year Round,,Porter,5.6
Percent Tap House,MDDH,American-Style India Pale Ale,Year Round,,IPA,6.7
Percent Tap House,SUPER Mosaic Galaxy Citra,Imperial or Double India Pale Ale,Year Round,,IPA,8.0
Percent Tap House,Citrus is the New Black,Session India Pale Ale,Year Round,,IPA,5.2
Percent Tap House,Coax & Botany,Belgian-Style White (or Wit) / Belgian-Style Wheat,Year Round,,Other,5.4
Percent Tap House,Coterie,German-Style Kölsch / Köln-Style Kölsch,Year Round,,Other,5.3
Percent Tap House,Every Brewery Needs a Ginger,Classic Irish-Style Dry Stout,Year Round,,Stout,4.4
Percent Tap House,Instant Crush DDH,American-Style India Pale Ale,Year Round,,IPA,7.0
Percent Tap House,Love is a Protective Poison,American-Style India Pale Ale,Year Round,,IPA,6.4
Percent Tap House,Man-O-Man!,Brown Porter,Year Round,,Porter,5.6
Percent Tap House,MDDH,American-Style India Pale Ale,Year Round,,IPA,6.7
Percent Tap House,SUPER Mosaic Galaxy Citra,Imperial or Double India Pale Ale,Year Round,,IPA,8.0
Percent Tap House,Citrus is the New Black,Session India Pale Ale,Year Round,,IPA,5.2
Percent Tap House,Coax & Botany,Belgian-Style White (or Wit) / Belgian-Style Wheat,Year Round,,Other,5.4
Percent Tap House,Coterie,German-Style Kölsch / Köln-Style Kölsch,Year Round,,Other,5.3
Percent Tap House,Every Brewery Needs a Ginger,Classic Irish-Style Dry Stout,Year Round,,Stout,4.4
Percent Tap House,Instant Crush DDH,American-Style India Pale Ale,Year Round,,IPA,7.0
Percent Tap House,Love is a Protective Poison,American-Style India Pale Ale,Year Round,,IPA,6.4
Percent Tap House,Man-O-Man!,Brown Porter,Year Round,,Porter,5.6
Percent Tap House,MDDH,American-Style India Pale Ale,Year Round,,IPA,6.7
Percent Tap House,SUPER Mosaic Galaxy Citra,Imperial or Double India Pale Ale,Year Round,,IPA,8.0
Percent Tap House,Citrus is the New Black,Session India Pale Ale,Year Round,,IPA,5.2
Percent Tap House,Coax & Botany,Belgian-Style White (or Wit) / Belgian-Style Wheat,Year Round,,Other,5.4
Percent Tap House,Coterie,German-Style Kölsch / Köln-Style Kölsch,Year Round,,Other,5.3
Percent Tap House,Every Brewery Needs a Ginger,Classic Irish-Style Dry Stout,Year Round,,Stout,4.4
Percent Tap House,Instant Crush DDH,American-Style India Pale Ale,Year Round,,IPA,7.0
Percent Tap House,Love is a Protective Poison,American-Style India Pale Ale,Year Round,,IPA,6.4
Percent Tap House,Man-O-Man!,Brown Porter,Year Round,,Porter,5.6
Percent Tap House,MDDH,American-Style India Pale Ale,Year Round,,IPA,6.7
Percent Tap House,SUPER Mosaic Galaxy Citra,Imperial or Double India Pale Ale,Year Round,,IPA,8.0
Zebulon Artisan Ales,Arctic Beer,American-Style Barley Wine Ale,,,Ale,11.8
Zebulon Artisan Ales,Batch #1,French & Belgian-Style Saison,,,Saison,
Zebulon Artisan Ales,Batch #2,Coffee-Flavored Beer,,,Other,
Zebulon Artisan Ales,Batch #3,French & Belgian-Style Saison,,,Saison,
Zebulon Artisan Ales,Batch #5,Leipzig-Style Gose,,,Other,
Zebulon Artisan Ales,Batch #6,American-Style India Pale Ale,,,IPA,8.1
Zebulon Artisan Ales,Batch #7,American-Style Black Ale,,,Ale,6.1
Zebulon Artisan Ales,Batch 4,French & Belgian-Style Saison,,,Saison,6.8
Zebulon Artisan Ales,Dry Hopped Brett Saison (For John Glenn),French & Belgian-Style Saison,,,Saison,7.0
Zebulon Artisan Ales,Funky Saison With Apricots,French & Belgian-Style Saison,,,Saison,5.8
Zebulon Artisan Ales,Grodziskie,Smoke Beer (Lager or Ale),,,Other,3.7
Zebulon Artisan Ales,Kotbusser,American-Style Wheat Wine Ale,,,Ale,6.1
Zebulon Artisan Ales,October Beer Circa 1750,Old Ale,,,Ale,12.1
Zebulon Artisan Ales,Spring Saison,French & Belgian-Style Saison,,,Saison,
Hickory Nut Gorge Brewery,ESB,Extra Special Bitter,Limited,,Other,5.8
Hickory Nut Gorge Brewery,Nature of the Beast,Wild Beer,Limited,,Other,5.0
Brown Truck Brewery,Mack Attack IPA,American-Style India Pale Ale,Year Round,,IPA,7.9
Brown Truck Brewery,New England-ish IPA,American-Style India Pale Ale,Year Round,,IPA,7.2
Brown Truck Brewery,No. 10 American Light Lager,American-Style Light (Low Calorie) Lager,Year Round,,Lager,3.6
Brown Truck Brewery,No. 14 IPA,American-Style India Pale Ale,Year Round,,IPA,
Brown Truck Brewery,No. 25 Belgian Winter Ale,Belgian-Style Pale Ale,Year Round,,Pale Ale,6.9
Brown Truck Brewery,No. 5 Belgian Dubbel,Belgian-Style Dubbel,Year Round,,Other,6.9
Brown Truck Brewery,No. 50 Brown Ale,American-Style Brown Ale,Year Round,,Ale,5.5
Brown Truck Brewery,No. 85 Baltic Porter Infused with Defiant Rye Whisky Spirals,Baltic-Style Porter,Year Round,,Porter,8.2
Brown Truck Brewery,No. 85 Ocho Cinco Imperial Chocolate Mexican Leche Stout,Specialty Stouts,Year Round,,Other,9.0
Brown Truck Brewery,Pixie Mountain Cranberry Tangerine Hard Seltzer,Specialty Beer,Year Round,,Other,5.1
Cavendish Brewing Company,Ave Marie,English-Style India Pale Ale,,,IPA,6.4
Cavendish Brewing Company,Grizzly Brown Ale,English-Style Brown Ale,,,Ale,4.7
Cavendish Brewing Company,Social Lubrication,Belgian-Style Blonde Ale,,,Ale,7.8
Cavendish Brewing Company,Steam Whistle Dampfbier,Specialty Beer,,,Other,4.7
Cavendish Brewing Company,Trestle Helles,Münchner (Munich)-Style Helles,,,Other,5.0
Durty Bull Brewing Company,Baltic Porter,Robust Porter,,,Porter,10.0
Durty Bull Brewing Company,Blonde Sour Ale,American-Style Sour Ale,,,Ale,6.9
Durty Bull Brewing Company,Brett IPA,American-Style India Pale Ale,,,IPA,6.8
Durty Bull Brewing Company,Grist of Bees,Specialty Honey Lager or Ale,,,Ale,6.6
Durty Bull Brewing Company,Imperial Rice IPA,Imperial or Double India Pale Ale,,,IPA,8.2
Durty Bull Brewing Company,Lager,American-Style Lager,,,Lager,5.6
Durty Bull Brewing Company,Mango Lassi IPA,American-Style India Pale Ale,,,IPA,6.5
Durty Bull Brewing Company,Oak Aged Blonde Sour,American-Style Sour Ale,,,Ale,6.9
Durty Bull Brewing Company,Orange-Rosemary Sour,American-Style Sour Ale,,,Ale,4.5
Durty Bull Brewing Company,Plasmatic IPA,American-Style India Pale Ale,,,IPA,7.0
Durty Bull Brewing Company,Rhubarb Berliner Weisse,Berliner-Style Weisse (Wheat),,,Other,3.0
Durty Bull Brewing Company,Sour Pale Ale,American-Style Sour Ale,,,Ale,5.4
Durty Bull Brewing Company,Tamarind Sour Saison,French & Belgian-Style Saison,,,Saison,6.8
Durty Bull Brewing Company,Zero Zero IPA,American-Style India Pale Ale,,,IPA,7.0
Durty Bull Brewing Company,Baltic Porter,Robust Porter,,,Porter,10.0
Durty Bull Brewing Company,Blonde Sour Ale,American-Style Sour Ale,,,Ale,6.9
Durty Bull Brewing Company,Brett IPA,American-Style India Pale Ale,,,IPA,6.8
Durty Bull Brewing Company,Grist of Bees,Specialty Honey Lager or Ale,,,Ale,6.6
Durty Bull Brewing Company,Imperial Rice IPA,Imperial or Double India Pale Ale,,,IPA,8.2
Durty Bull Brewing Company,Lager,American-Style Lager,,,Lager,5.6
Durty Bull Brewing Company,Mango Lassi IPA,American-Style India Pale Ale,,,IPA,6.5
Durty Bull Brewing Company,Oak Aged Blonde Sour,American-Style Sour Ale,,,Ale,6.9
Durty Bull Brewing Company,Orange-Rosemary Sour,American-Style Sour Ale,,,Ale,4.5
Durty Bull Brewing Company,Plasmatic IPA,American-Style India Pale Ale,,,IPA,7.0
Durty Bull Brewing Company,Rhubarb Berliner Weisse,Berliner-Style Weisse (Wheat),,,Other,3.0
Durty Bull Brewing Company,Sour Pale Ale,American-Style Sour Ale,,,Ale,5.4
Durty Bull Brewing Company,Tamarind Sour Saison,French & Belgian-Style Saison,,,Saison,6.8
Durty Bull Brewing Company,Zero Zero IPA,American-Style India Pale Ale,,,IPA,7.0
Durty Bull Brewing Company,Baltic Porter,Robust Porter,,,Porter,10.0
Durty Bull Brewing Company,Blonde Sour Ale,American-Style Sour Ale,,,Ale,6.9
Durty Bull Brewing Company,Brett IPA,American-Style India Pale Ale,,,IPA,6.8
Durty Bull Brewing Company,Grist of Bees,Specialty Honey Lager or Ale,,,Ale,6.6
Durty Bull Brewing Company,Imperial Rice IPA,Imperial or Double India Pale Ale,,,IPA,8.2
Durty Bull Brewing Company,Lager,American-Style Lager,,,Lager,5.6
Durty Bull Brewing Company,Mango Lassi IPA,American-Style India Pale Ale,,,IPA,6.5
Durty Bull Brewing Company,Oak Aged Blonde Sour,American-Style Sour Ale,,,Ale,6.9
Durty Bull Brewing Company,Orange-Rosemary Sour,American-Style Sour Ale,,,Ale,4.5
Durty Bull Brewing Company,Plasmatic IPA,American-Style India Pale Ale,,,IPA,7.0
Durty Bull Brewing Company,Rhubarb Berliner Weisse,Berliner-Style Weisse (Wheat),,,Other,3.0
Durty Bull Brewing Company,Sour Pale Ale,American-Style Sour Ale,,,Ale,5.4
Durty Bull Brewing Company,Tamarind Sour Saison,French & Belgian-Style Saison,,,Saison,6.8
Durty Bull Brewing Company,Zero Zero IPA,American-Style India Pale Ale,,,IPA,7.0
Three Spirits Brewery,Agate Have It,English-Style Brown Ale,,,Ale,5.0
Three Spirits Brewery,Bru De Tabu,American-Style Cream Ale or Lager,,,Lager,6.0
Three Spirits Brewery,Honey Porter,Brown Porter,,,Porter,6.0
Three Spirits Brewery,Sweet Memories,Oatmeal Stout,,,Stout,5.0
Bhramari Brewhouse,All the Boys To the Yard,American-Style India Pale Ale,,,IPA,6.0
Bhramari Brewhouse,Black Honey,American-Style Black Ale,,,Ale,6.8
Bhramari Brewhouse,Bumblestick Brown,American-Style Brown Ale,,,Ale,5.1
Bhramari Brewhouse,Carolina Common,California Common Beer,,,Other,5.8
Bhramari Brewhouse,Freudian Sap,Vienna-Style Lager,,,Lager,5.5
Bhramari Brewhouse,Lorelai IPA,American-Style India Pale Ale,,,IPA,6.4
Bhramari Brewhouse,Luck Dragon,German-Style Kölsch / Köln-Style Kölsch,,,Other,5.5
Bhramari Brewhouse,Memento Mori,American-Style Sour Ale,,,Ale,6.66
Bhramari Brewhouse,Molly's Lips Black Gose,Contemporary Gose,,,Other,4.5
Bhramari Brewhouse,Native Violet,French & Belgian-Style Saison,,,Saison,6.4
Bhramari Brewhouse,Natural Born Farmer,French & Belgian-Style Saison,,,Saison,7.0
Bhramari Brewhouse,Night Sauce Stout,American-Style Stout,,,Stout,5.3
Bhramari Brewhouse,Orange Peel Clementine,German-Style Kölsch / Köln-Style Kölsch,,,Other,5.5
Bhramari Brewhouse,Popo,Session India Pale Ale,,,IPA,4.9
Bhramari Brewhouse,Street Busker,American-Style India Pale Ale,,,IPA,6.6
Bhramari Brewhouse,The Good Fight,American-Style Sour Ale,,,Ale,5.6
Bhramari Brewhouse,To The Marrow,Oatmeal Stout,,,Stout,6.3
Bhramari Brewhouse,Wit Dream,Belgian-Style White (or Wit) / Belgian-Style Wheat,,,Other,5.3
Sweeten Creek Brewing,Burn Dawger Brown Ale,American-Style Brown Ale,Year Round,,Ale,5.5
